0.000001,0.000212,0.923117,-0.006177,-0.000101,-0.019946,0.999782,0.089812,-0.009675,-0.010572,0.166754,-0.097586,-0.164771,-0.015514,0.029536,0.165959,-0.159398,0.038755,1.560444,-0.179123,1.321846,0.015829,-1.483854,-0.005600,1.388340
-0.000059,0.000254,0.923223,-0.003466,-0.003727,-0.020227,0.999782,0.093436,-0.013715,0.007172,0.143466,-0.087950,-0.170285,-0.022162,0.048002,0.143718,-0.151617,0.003557,1.533663,-0.172230,1.216253,0.062266,-1.466418,-0.043890,1.311206
-0.000081,0.000320,0.923239,-0.001493,-0.006490,-0.020435,0.999769,0.094227,-0.016627,0.015135,0.139050,-0.085153,-0.170642,-0.026677,0.055742,0.138667,-0.149347,-0.010457,1.512010,-0.148675,1.158724,0.104024,-1.460792,-0.090559,1.256159
-0.000094,0.000393,0.923209,-0.000060,-0.008575,-0.020581,0.999751,0.094411,-0.018734,0.019536,0.139074,-0.084692,-0.170456,-0.029920,0.060220,0.137366,-0.148857,-0.010633,1.494862,-0.115355,1.127550,0.140182,-1.456041,-0.142412,1.214855
-0.000059,0.000465,0.923170,0.000975,-0.010109,-0.020626,0.999736,0.094487,-0.020257,0.022592,0.139771,-0.084854,-0.170224,-0.032260,0.063359,0.136752,-0.148720,-0.003158,1.480517,-0.076370,1.108822,0.171575,-1.449093,-0.197178,1.181638
0.000021,0.000536,0.923136,0.001712,-0.011241,-0.020633,0.999722,0.094561,-0.021346,0.024889,0.140464,-0.085176,-0.170198,-0.033982,0.065835,0.136197,-0.148654,0.008501,1.467701,-0.034261,1.095542,0.198808,-1.439448,-0.253644,1.152888
0.000100,0.000607,0.923112,0.002233,-0.012097,-0.020597,0.999712,0.094601,-0.022124,0.026564,0.141112,-0.085493,-0.169995,-0.035193,0.067618,0.135834,-0.148505,0.022371,1.455747,0.009615,1.084386,0.222359,-1.427390,-0.310618,1.126424
0.000192,0.000677,0.923094,0.002617,-0.012739,-0.020573,0.999704,0.094611,-0.022700,0.027723,0.141755,-0.085787,-0.169902,-0.036131,0.069069,0.135464,-0.148338,0.037356,1.444143,0.054362,1.073757,0.242752,-1.413582,-0.366785,1.101059
0.000318,0.000748,0.923078,0.002900,-0.013203,-0.020531,0.999698,0.094774,-0.023125,0.028750,0.142244,-0.086164,-0.169920,-0.036870,0.070234,0.135145,-0.148189,0.052865,1.432648,0.099326,1.062851,0.259883,-1.398405,-0.421820,1.076198
0.000448,0.000816,0.923062,0.003126,-0.013540,-0.020515,0.999693,0.094904,-0.023475,0.029484,0.142681,-0.086514,-0.169936,-0.037476,0.071093,0.135052,-0.148162,0.068439,1.420888,0.144266,1.051145,0.273839,-1.382068,-0.475162,1.051863
0.000581,0.000880,0.923044,0.003341,-0.013778,-0.020506,0.999689,0.094933,-0.023838,0.030028,0.143048,-0.086823,-0.169986,-0.038018,0.071586,0.135299,-0.148339,0.084015,1.408874,0.188809,1.039049,0.284774,-1.365201,-0.525622,1.028403
0.000716,0.000945,0.923021,0.003536,-0.013971,-0.020497,0.999686,0.094932,-0.024213,0.030543,0.143279,-0.087142,-0.170047,-0.038538,0.071874,0.135740,-0.148673,0.099246,1.396667,0.232510,1.026850,0.292861,-1.348439,-0.572333,1.006312
0.000852,0.001008,0.922996,0.003706,-0.014142,-0.020460,0.999684,0.094933,-0.024567,0.031013,0.143451,-0.087433,-0.170079,-0.039033,0.072112,0.136225,-0.149064,0.113661,1.384378,0.274932,1.014505,0.298578,-1.332241,-0.614811,0.986006
0.000998,0.001057,0.922972,0.003829,-0.014334,-0.020385,0.999682,0.094901,-0.024818,0.031590,0.143647,-0.087776,-0.170085,-0.039442,0.072459,0.136633,-0.149454,0.126818,1.372237,0.315817,1.002085,0.302257,-1.316948,-0.653089,0.967726
0.001138,0.001090,0.922946,0.003888,-0.014590,-0.020279,0.999680,0.094804,-0.024913,0.032235,0.143968,-0.088204,-0.170132,-0.039734,0.073056,0.136903,-0.149853,0.138622,1.360317,0.354668,0.989812,0.304211,-1.302859,-0.687408,0.951590
0.001266,0.001110,0.922920,0.003948,-0.014801,-0.020170,0.999679,0.094685,-0.024987,0.032623,0.144402,-0.088595,-0.170210,-0.040000,0.073598,0.137193,-0.150318,0.148526,1.348675,0.391788,0.977673,0.304602,-1.289842,-0.718304,0.937474
0.001376,0.001127,0.922895,0.004004,-0.014997,-0.020067,0.999678,0.094520,-0.025053,0.032806,0.144992,-0.088969,-0.170335,-0.040258,0.074121,0.137506,-0.150800,0.156819,1.337374,0.426797,0.965831,0.303778,-1.277853,-0.745968,0.925302
0.001469,0.001138,0.922872,0.004055,-0.015212,-0.019924,0.999678,0.094409,-0.025097,0.033044,0.145663,-0.089394,-0.170451,-0.040480,0.074596,0.137876,-0.151233,0.164184,1.326674,0.459082,0.954810,0.302296,-1.267036,-0.770082,0.915144
0.001538,0.001152,0.922853,0.004109,-0.015404,-0.019817,0.999677,0.094352,-0.025159,0.033265,0.146337,-0.089817,-0.170531,-0.040670,0.074888,0.138327,-0.151612,0.170529,1.316743,0.488654,0.944677,0.300148,-1.257411,-0.791125,0.906677
0.001578,0.001179,0.922838,0.004160,-0.015531,-0.019757,0.999676,0.094350,-0.025261,0.033456,0.146778,-0.090098,-0.170570,-0.040848,0.074931,0.138843,-0.151925,0.175649,1.307520,0.515706,0.935412,0.297547,-1.248981,-0.809372,0.899625
0.001586,0.001222,0.922830,0.004213,-0.015614,-0.019716,0.999675,0.094370,-0.025398,0.033615,0.146989,-0.090233,-0.170657,-0.041045,0.074868,0.139244,-0.152107,0.179532,1.298920,0.540502,0.926940,0.294664,-1.241656,-0.825058,0.893729
0.001544,0.001276,0.922828,0.004270,-0.015665,-0.019690,0.999674,0.094267,-0.025575,0.033454,0.147215,-0.090190,-0.170789,-0.041261,0.074859,0.139311,-0.152099,0.182227,1.290816,0.563175,0.919204,0.291710,-1.235289,-0.838509,0.888764
0.001473,0.001329,0.922828,0.004326,-0.015698,-0.019652,0.999674,0.094148,-0.025750,0.033195,0.147468,-0.090102,-0.170970,-0.041427,0.074663,0.139639,-0.152160,0.183852,1.283147,0.583861,0.912108,0.288630,-1.229686,-0.850186,0.884455
0.001388,0.001394,0.922826,0.004349,-0.015721,-0.019584,0.999675,0.094149,-0.025899,0.033077,0.147614,-0.090068,-0.171075,-0.041533,0.074373,0.140008,-0.152251,0.184569,1.275862,0.602649,0.905651,0.285662,-1.224717,-0.860001,0.880863
0.001275,0.001465,0.922828,0.004361,-0.015748,-0.019510,0.999676,0.094090,-0.026042,0.032881,0.147756,-0.089977,-0.171082,-0.041628,0.074105,0.140279,-0.152244,0.184480,1.268953,0.619682,0.899939,0.282631,-1.220256,-0.868504,0.877749
0.001149,0.001542,0.922832,0.004366,-0.015769,-0.019441,0.999677,0.094050,-0.026192,0.032691,0.147827,-0.089834,-0.171120,-0.041701,0.073864,0.140442,-0.152162,0.183973,1.262672,0.634787,0.895188,0.279944,-1.216273,-0.876267,0.875171
0.001016,0.001619,0.922836,0.004364,-0.015784,-0.019358,0.999679,0.093955,-0.026316,0.032508,0.147906,-0.089740,-0.171172,-0.041759,0.073636,0.140544,-0.152031,0.183604,1.257276,0.647714,0.891411,0.277669,-1.212751,-0.883163,0.872991
0.000866,0.001699,0.922840,0.004352,-0.015786,-0.019238,0.999681,0.093818,-0.026417,0.032175,0.148086,-0.089685,-0.171249,-0.041792,0.073389,0.140595,-0.151861,0.183339,1.252570,0.659032,0.888409,0.275610,-1.209605,-0.889425,0.871315
0.000708,0.001782,0.922844,0.004334,-0.015772,-0.019122,0.999683,0.093672,-0.026493,0.031766,0.148300,-0.089657,-0.171309,-0.041800,0.073085,0.140649,-0.151664,0.182858,1.248264,0.669409,0.885979,0.273856,-1.206775,-0.895108,0.870169
0.000536,0.001873,0.922845,0.004301,-0.015759,-0.019065,0.999685,0.093548,-0.026553,0.031366,0.148413,-0.089644,-0.171310,-0.041777,0.072729,0.140705,-0.151459,0.182245,1.244358,0.679088,0.884100,0.272594,-1.204418,-0.899866,0.869547
0.000355,0.001967,0.922845,0.004266,-0.015758,-0.019086,0.999685,0.093480,-0.026609,0.031012,0.148400,-0.089633,-0.171292,-0.041745,0.072354,0.140723,-0.151234,0.181771,1.240915,0.688216,0.882625,0.271557,-1.202608,-0.903688,0.869336
0.000209,0.002067,0.922844,0.004217,-0.015749,-0.019135,0.999684,0.093526,-0.026646,0.030897,0.148197,-0.089633,-0.171234,-0.041719,0.072106,0.140655,-0.151005,0.181673,1.238055,0.696541,0.881317,0.270067,-1.201053,-0.907444,0.869079
0.000097,0.002171,0.922842,0.004159,-0.015743,-0.019202,0.999683,0.093624,-0.026691,0.030985,0.147845,-0.089637,-0.171187,-0.041697,0.071970,0.140529,-0.150795,0.182215,1.235891,0.703959,0.880112,0.268123,-1.199564,-0.910993,0.868560
-0.000002,0.002274,0.922838,0.004104,-0.015766,-0.019311,0.999681,0.093662,-0.026758,0.031094,0.147480,-0.089635,-0.171054,-0.041662,0.071878,0.140459,-0.150642,0.182300,1.233853,0.711454,0.878826,0.266436,-1.198268,-0.913460,0.868090
-0.000078,0.002373,0.922835,0.004039,-0.015810,-0.019437,0.999678,0.093765,-0.026792,0.031235,0.147184,-0.089637,-0.170796,-0.041600,0.071786,0.140468,-0.150538,0.181874,1.231723,0.718277,0.877556,0.264789,-1.197041,-0.915183,0.867615
-0.000114,0.002466,0.922831,0.003966,-0.015851,-0.019560,0.999675,0.093881,-0.026789,0.031365,0.147039,-0.089676,-0.170555,-0.041563,0.071835,0.140360,-0.150442,0.181324,1.229726,0.723930,0.876264,0.263073,-1.195756,-0.916517,0.867126
-0.000090,0.002556,0.922827,0.003890,-0.015876,-0.019667,0.999673,0.094059,-0.026757,0.031558,0.147041,-0.089797,-0.170499,-0.041618,0.072150,0.140047,-0.150361,0.180548,1.227906,0.728834,0.874796,0.261209,-1.194408,-0.917900,0.866622
-0.000033,0.002643,0.922823,0.003812,-0.015901,-0.019742,0.999671,0.094236,-0.026727,0.031784,0.147127,-0.089984,-0.170439,-0.041667,0.072496,0.139715,-0.150266,0.179822,1.226228,0.733096,0.873385,0.259441,-1.193036,-0.919176,0.866037
0.000031,0.002728,0.922820,0.003739,-0.015931,-0.019802,0.999670,0.094362,-0.026705,0.031945,0.147285,-0.090176,-0.170265,-0.041676,0.072722,0.139525,-0.150163,0.179219,1.224662,0.736927,0.872162,0.257942,-1.191733,-0.920180,0.865458
