0.000093,0.000042,0.916468,-0.002068,0.004338,-0.017241,0.999840,0.170592,0.035987,0.011827,0.286354,-0.307469,-0.257578,-0.042499,-0.031298,0.309016,-0.256037,-0.111347,1.570000,0.123004,1.401226,-0.132702,-1.570000,-0.117573,1.333386
0.000047,-0.000017,0.915912,-0.002564,0.000144,-0.014228,0.999895,0.173514,0.040694,0.024190,0.284231,-0.317474,-0.270306,-0.047847,-0.019053,0.306747,-0.264296,-0.098627,1.570000,0.150627,1.312658,-0.132083,-1.570000,-0.164433,1.222808
-0.000322,-0.000152,0.915723,-0.002881,-0.003149,-0.011879,0.999920,0.171190,0.042673,0.030825,0.284489,-0.319108,-0.273965,-0.049780,-0.011729,0.306319,-0.265689,-0.087826,1.570000,0.186302,1.251298,-0.126865,-1.570000,-0.225826,1.142810
-0.000717,-0.000305,0.915664,-0.003085,-0.005633,-0.010167,0.999928,0.168906,0.043814,0.035223,0.284827,-0.319447,-0.275900,-0.050802,-0.006755,0.306208,-0.266118,-0.077700,1.570000,0.229393,1.207595,-0.116675,-1.570000,-0.298876,1.080824
-0.001103,-0.000479,0.915644,-0.003225,-0.007532,-0.008886,0.999927,0.167104,0.044659,0.038358,0.285096,-0.319561,-0.277274,-0.051417,-0.003119,0.306086,-0.266396,-0.066132,1.570000,0.279568,1.173770,-0.101010,-1.545483,-0.380022,1.028862
-0.001492,-0.000680,0.915640,-0.003341,-0.008998,-0.007908,0.999923,0.165720,0.045373,0.040613,0.285229,-0.319569,-0.278363,-0.051726,-0.000340,0.305805,-0.266578,-0.051360,1.570000,0.334912,1.145757,-0.080928,-1.513611,-0.465193,0.980190
-0.001893,-0.000904,0.915646,-0.003453,-0.010112,-0.007078,0.999918,0.164549,0.046003,0.042273,0.284978,-0.319409,-0.279263,-0.051776,0.001841,0.305276,-0.266691,-0.033361,1.570000,0.396546,1.119690,-0.058148,-1.480145,-0.550666,0.934518
-0.002307,-0.001139,0.915646,-0.003574,-0.011019,-0.006454,0.999912,0.163733,0.046609,0.043618,0.284537,-0.319340,-0.279962,-0.051654,0.003553,0.304739,-0.266863,-0.011581,1.570000,0.464668,1.093766,-0.035250,-1.446706,-0.632269,0.891879
-0.002733,-0.001380,0.915631,-0.003722,-0.011791,-0.006073,0.999905,0.163165,0.047241,0.044833,0.283931,-0.319524,-0.280396,-0.051399,0.004868,0.304346,-0.267193,0.014570,1.570000,0.538510,1.066698,-0.014508,-1.415037,-0.705627,0.852195
-0.003171,-0.001636,0.915590,-0.003910,-0.012480,-0.005950,0.999897,0.163002,0.047977,0.045966,0.283294,-0.320155,-0.280566,-0.050968,0.005911,0.304058,-0.267794,0.045184,1.570000,0.616394,1.037773,0.002124,-1.386357,-0.768333,0.815921
-0.003626,-0.001918,0.915535,-0.004199,-0.013105,-0.006146,0.999886,0.163289,0.048974,0.047004,0.282713,-0.321143,-0.280331,-0.050222,0.006831,0.303688,-0.268421,0.078602,1.570000,0.697326,1.006330,0.014356,-1.361483,-0.818775,0.783648
-0.004108,-0.002199,0.915475,-0.004484,-0.013517,-0.006776,0.999876,0.164102,0.049962,0.047798,0.281930,-0.322115,-0.279672,-0.049296,0.006784,0.304039,-0.269150,0.114391,1.570000,0.778553,0.973372,0.022286,-1.340740,-0.857199,0.756237
-0.004611,-0.002458,0.915425,-0.004756,-0.013767,-0.007610,0.999865,0.165187,0.050825,0.048345,0.280945,-0.322769,-0.278717,-0.048303,0.006104,0.304811,-0.269814,0.150107,1.570000,0.857155,0.939547,0.026289,-1.324098,-0.886437,0.733826
-0.005129,-0.002694,0.915387,-0.004960,-0.013993,-0.008483,0.999854,0.166319,0.051521,0.048730,0.280064,-0.323058,-0.277646,-0.047462,0.005268,0.305728,-0.270477,0.183692,1.548898,0.928767,0.905891,0.027746,-1.311012,-0.908926,0.716021
-0.005657,-0.002920,0.915355,-0.005119,-0.014151,-0.009360,0.999843,0.167390,0.052106,0.048749,0.279527,-0.323222,-0.276648,-0.046669,0.004290,0.306672,-0.271126,0.214199,1.526409,0.990176,0.874397,0.027819,-1.300851,-0.926302,0.702106
-0.006196,-0.003134,0.915316,-0.005283,-0.014255,-0.010170,0.999833,0.168341,0.052661,0.048219,0.279763,-0.323600,-0.275739,-0.045870,0.003193,0.307681,-0.271787,0.240316,1.507337,1.040000,0.846183,0.027595,-1.293002,-0.939680,0.691471
